article_id,embedding,cluster
https://openalex.org/W2051645598,"[-1.15231742e-01 -9.86456677e-02  9.20492299e-02 -1.40986078e-01
 -6.64922863e-02  7.05761457e-02 -5.71867984e-02 -2.73267873e-02
 -2.15439901e-02  1.35696419e-02  9.77012478e-03  5.42583037e-02
  7.29570877e-02  1.62193319e-01  1.98330078e-04  1.20156245e-01
  1.91111147e-01  3.18135589e-02 -1.32739189e-01 -6.80464804e-03
  5.64684577e-02  1.20431700e-01 -1.35513307e-02 -7.91244507e-03
  1.58693816e-01  8.51784199e-03  5.21118328e-02  5.44889435e-02
  3.97100292e-02 -5.31612039e-02  5.53510547e-02 -6.03830881e-02
  1.48112462e-01 -8.11280459e-03  4.95062612e-02 -4.78344485e-02
  9.37623680e-03  2.61768430e-02  9.34245437e-04 -8.62645552e-02
 -2.91013706e-02  2.36889635e-02 -1.23938531e-01  3.96882907e-02
  2.60360928e-02  3.61190241e-02 -1.27507471e-02  1.02215156e-01
 -2.99510874e-02  1.48629270e-02 -1.66597116e-01 -1.85633656e-01
  4.13301662e-02  8.00053658e-02  1.26531223e-01 -3.86925098e-03
  5.63773997e-02  4.56323708e-02  1.37851130e-02 -2.03847140e-02
 -9.67727333e-02 -1.41192151e-01 -9.00434993e-02 -1.55750915e-01
  7.06127584e-03  6.39520496e-02  2.29591427e-02 -2.24694349e-03
  3.72531131e-02  8.45758677e-02 -8.73741537e-02 -3.15465420e-02
 -1.10518172e-02 -1.34676456e-01  2.38853619e-02  9.74287793e-02
  1.07503128e-01 -3.55079748e-02 -8.68241802e-02  8.04817453e-03
  1.84490754e-01  3.06544915e-02 -5.33209238e-02 -3.02288122e-02
  1.28009814e-01  2.27147862e-03  7.07554733e-02 -4.57602564e-02
 -7.84458380e-02 -1.06267489e-01  9.36689883e-02 -6.78179104e-02
 -1.94713077e-01 -8.29912573e-03 -1.08658167e-01  7.98483122e-02
  9.27210003e-02 -4.65483511e-02  1.02401476e-02  3.52487780e-02
  1.17918242e-02 -5.47999345e-02  4.17498503e-02  5.75729631e-02
 -5.30508041e-02 -8.90069827e-03  8.84173354e-02  1.49459250e-02
  5.64722098e-02  1.17091569e-01  7.70236004e-02  7.02606570e-03
 -9.01274122e-03  2.63753086e-03 -6.69135854e-02 -4.35102899e-02
 -2.02324064e-01  1.17933924e-01  1.43621431e-01  4.76636648e-02
  2.51525640e-03  8.86537306e-02  7.50315035e-02 -1.09719689e-01
  1.48996386e-01  5.03551126e-02 -3.70837249e-02  1.78177619e-02]",1
https://openalex.org/W2053034611,"[-0.12205507 -0.09736129  0.09351075 -0.14331563 -0.05942752  0.06741073
 -0.06626511 -0.03057742 -0.01667903  0.01167896 -0.00458492  0.06599538
  0.08308848  0.15767836  0.00710001  0.13275991  0.19106221  0.03604898
 -0.12659694 -0.02066404  0.06071568  0.11475458 -0.01577817 -0.00823869
  0.15165877  0.00630812  0.04484428  0.04474619  0.04956866 -0.04704708
  0.0595128  -0.05804968  0.14861328  0.00504715  0.05373568 -0.03219255
  0.01929215  0.04475983  0.01245655 -0.08753115 -0.03441311  0.03430094
 -0.11346334  0.04663465  0.03038434  0.04492755 -0.01906022  0.11483911
 -0.02182195  0.0153659  -0.17152238 -0.17758083  0.0446549   0.06453041
  0.11394486 -0.02015352  0.03809802  0.05074545  0.02130751 -0.01342229
 -0.10429964 -0.14983754 -0.08940488 -0.14660031  0.00033243  0.07445165
  0.01891456 -0.00297391  0.04403237  0.09609225 -0.08843256 -0.03945558
  0.00169389 -0.13892152  0.03322366  0.1085953   0.10366742 -0.04072428
 -0.09513652  0.00076045  0.17931731  0.02985335 -0.03385002 -0.03462017
  0.12396888  0.00963916  0.08030418 -0.06834223 -0.0781255  -0.11528158
  0.08816789 -0.06170649 -0.18096023 -0.00305462 -0.10210462  0.07306784
  0.09766811 -0.04969715  0.01331065  0.03888794  0.00620257 -0.05855636
  0.03277049  0.05231678 -0.04922066 -0.01002095  0.08185426  0.01432211
  0.05488696  0.12327187  0.08258164  0.00225354 -0.01753231  0.00588951
 -0.05120965 -0.03306251 -0.19972177  0.13202266  0.1317727   0.04752593
  0.01190055  0.07794758  0.07010301 -0.11292221  0.14765678  0.0489329
 -0.03567781  0.01738519]",1
https://openalex.org/W2055372720,"[-0.1159842  -0.09587848  0.09699909 -0.1432299  -0.06011869  0.06347221
 -0.06087235 -0.02732704 -0.0159671   0.01319816  0.00110891  0.05854689
  0.07337377  0.16356082  0.00611598  0.12446117  0.19328077  0.03041834
 -0.12217078 -0.00969211  0.05761294  0.11902318 -0.0150433  -0.00625194
  0.15844233  0.00411347  0.0470051   0.04956608  0.04510524 -0.04656509
  0.05477213 -0.05719097  0.14732824 -0.00600352  0.05463437 -0.03596076
  0.01196644  0.03628487  0.00225213 -0.08629689 -0.02946289  0.0310073
 -0.12047284  0.03916367  0.01862296  0.04839096 -0.01353257  0.10582051
 -0.02569874  0.0158544  -0.16652275 -0.18312635  0.04361902  0.07752827
  0.12031143 -0.00651386  0.04266041  0.04641566  0.01524196 -0.02086953
 -0.10311966 -0.13746625 -0.09080651 -0.14731971  0.00266326  0.06940247
  0.01868731 -0.00313275  0.04496774  0.09335691 -0.08761148 -0.03274463
  0.00066323 -0.13716849  0.02753041  0.10412847  0.10853076 -0.03541666
 -0.09146522  0.00351023  0.1889346   0.03040996 -0.04498658 -0.03390303
  0.12736539  0.00556248  0.07283347 -0.06387547 -0.07596024 -0.10955687
  0.08997714 -0.06475725 -0.19122573 -0.00717586 -0.10100001  0.07674725
  0.09498803 -0.04665342  0.00706147  0.03504941  0.01519766 -0.06250273
  0.03333551  0.05474214 -0.05054055 -0.01825914  0.08666341  0.01422807
  0.05564928  0.12262914  0.07751818  0.00431142 -0.01647426 -0.0008118
 -0.05751494 -0.03536159 -0.20193763  0.12830674  0.13736481  0.05097305
  0.0035832   0.0893164   0.07424568 -0.10958978  0.15040871  0.05189175
 -0.03540436  0.01114805]",1
https://openalex.org/W2056728055,"[-1.18658708e-01 -9.81869705e-02  9.42475751e-02 -1.37867735e-01
 -6.01120453e-02  6.71568075e-02 -6.59268659e-02 -3.29022922e-02
 -1.34455770e-02  1.47630073e-02 -2.70271935e-03  6.84419528e-02
  8.59817088e-02  1.54760697e-01  9.18230638e-03  1.33864078e-01
  1.91932262e-01  3.18115816e-02 -1.19113992e-01 -2.10989773e-02
  6.09500010e-02  1.12920919e-01 -1.43528628e-02 -6.07719570e-03
  1.54284248e-01  7.34627042e-03  4.80807170e-02  5.08364871e-02
  4.58728172e-02 -4.61449549e-02  5.88622816e-02 -5.58545463e-02
  1.42944306e-01  1.87176913e-03  5.02796777e-02 -3.40396017e-02
  2.01575145e-02  4.64176744e-02  1.19341902e-02 -9.15228568e-02
 -3.19243442e-02  3.40348830e-02 -1.15285969e-01  4.80870843e-02
  2.89183380e-02  3.89663991e-02 -2.19287634e-02  1.15429182e-01
 -1.75562963e-02  1.62326232e-02 -1.74182522e-01 -1.80921781e-01
  4.08065423e-02  6.54451104e-02  1.16329949e-01 -1.40170626e-02
  4.13935393e-02  4.97177479e-02  1.93011861e-02 -8.33850205e-03
 -1.02885433e-01 -1.47921211e-01 -8.64195950e-02 -1.49693976e-01
 -1.91079080e-04  7.68665910e-02  2.45003676e-02 -3.09369601e-03
  4.34522845e-02  9.17838633e-02 -9.13521960e-02 -3.70074302e-02
  1.32496208e-03 -1.39041181e-01  3.29598762e-02  1.04205577e-01
  1.05959417e-01 -4.39100269e-02 -9.41706493e-02  1.22680441e-03
  1.79399437e-01  3.45451191e-02 -3.52980275e-02 -3.24635752e-02
  1.20946024e-01  7.98835866e-03  8.27268135e-02 -6.89357534e-02
 -8.44429828e-02 -1.14583221e-01  8.84994980e-02 -6.28823068e-02
 -1.78861555e-01  5.38010895e-04 -1.03204388e-01  7.13006455e-02
  9.60420892e-02 -4.94613471e-02  1.33584272e-02  3.47367994e-02
  2.43822746e-03 -5.67524649e-02  3.03950779e-02  5.32593481e-02
 -5.38220897e-02 -9.40852091e-03  7.84271321e-02  1.44062132e-02
  5.68873368e-02  1.21414769e-01  7.66028697e-02 -3.02746315e-03
 -1.91916648e-02  5.64807802e-03 -4.96166751e-02 -3.39744426e-02
 -1.98952894e-01  1.30161072e-01  1.30668277e-01  4.83517587e-02
  1.30588412e-02  7.10362639e-02  7.11568447e-02 -1.09834045e-01
  1.46185413e-01  5.17661229e-02 -3.87285918e-02  1.36207391e-02]",1
https://openalex.org/W2056823769,"[-0.11693362 -0.09996342  0.09150027 -0.13395352 -0.0596545   0.06662712
 -0.06760519 -0.03293658 -0.0106654   0.01577253 -0.00200551  0.07144446
  0.09140563  0.14982723  0.01240077  0.13614522  0.19126516  0.03092828
 -0.11481744 -0.02478507  0.06270017  0.10974734 -0.01234319 -0.00121818
  0.15761619  0.01037368  0.05320911  0.05609472  0.03842152 -0.04743651
  0.06203549 -0.05451651  0.13955397  0.00467015  0.04778495 -0.03420888
  0.02018781  0.04968676  0.01393189 -0.09537511 -0.03209448  0.03143847
 -0.11686319  0.05138223  0.02919936  0.03260096 -0.02566348  0.11952293
 -0.00847379  0.01678215 -0.17527267 -0.1825896   0.03922491  0.06212134
  0.11817564 -0.00967512  0.04608884  0.04786289  0.02099303 -0.00375458
 -0.1019541  -0.14461236 -0.08111181 -0.15256642  0.0033148   0.08101331
  0.03104761 -0.00432615  0.04193456  0.08432579 -0.09336037 -0.03827453
  0.00471901 -0.14102935  0.03390535  0.10067216  0.10561375 -0.04716647
 -0.09251752 -0.00050863  0.17488689  0.04030605 -0.03540835 -0.03118069
  0.11734226  0.00867292  0.08447935 -0.06791647 -0.08992836 -0.11676991
  0.0878181  -0.06264766 -0.17563992  0.00550098 -0.10264882  0.06670625
  0.09462136 -0.05047986  0.01240215  0.03067747  0.0003625  -0.05447352
  0.02737638  0.05593873 -0.05498616 -0.00703657  0.07472676  0.01551946
  0.05922307  0.12225957  0.07337836 -0.00829987 -0.02079798  0.00592708
 -0.04709453 -0.03447964 -0.19732016  0.12518305  0.12717135  0.04876706
  0.01676692  0.06223123  0.07305269 -0.10774455  0.14473077  0.0533117
 -0.04104147  0.01111392]",1
https://openalex.org/W2068645718,"[-0.11899777 -0.09613022  0.09695426 -0.14198325 -0.06410209  0.06558276
 -0.06048642 -0.02817346 -0.01783565  0.01141691  0.00190748  0.05724397
  0.07750685  0.16107407  0.0058448   0.12400621  0.19522432  0.03412362
 -0.12263007 -0.00796657  0.06067055  0.11574123 -0.0118644  -0.00553633
  0.15868806  0.00490778  0.04820699  0.05499065  0.0438685  -0.04675569
  0.05380627 -0.0544301   0.14833068 -0.00654978  0.05424123 -0.03899254
  0.01282411  0.03203341  0.00271369 -0.09050213 -0.02738856  0.03147477
 -0.12105536  0.04075437  0.01795056  0.04520736 -0.01375856  0.10691651
 -0.02523713  0.01412817 -0.16672598 -0.18290163  0.04230368  0.07733986
  0.12068857 -0.00365002  0.04649051  0.04748454  0.01520728 -0.0192826
 -0.10022558 -0.13769142 -0.09299412 -0.14986998  0.00312745  0.06857871
  0.01911894 -0.0027892   0.04579918  0.09016465 -0.08703597 -0.03454599
 -0.00222921 -0.13579601  0.02576828  0.10406944  0.1058776  -0.0379632
 -0.08946838  0.00737906  0.18522305  0.03063947 -0.04850247 -0.0329229
  0.12809025  0.00550804  0.07413895 -0.0591575  -0.07686833 -0.10542095
  0.08938997 -0.06585287 -0.19101127 -0.00905422 -0.10408983  0.07818257
  0.09367457 -0.04633588  0.00795365  0.03403537  0.0145922  -0.06104136
  0.030892    0.05603444 -0.05277272 -0.01698394  0.08499885  0.01430385
  0.0574827   0.12220645  0.07746147  0.00354486 -0.01336548  0.00261595
 -0.06090907 -0.03575147 -0.20279121  0.12676978  0.137412    0.04995594
  0.00578086  0.08843702  0.07345417 -0.10772211  0.14917597  0.05154664
 -0.03344059  0.01211597]",1
https://openalex.org/W2078842385,"[-0.10315301 -0.06106678  0.07092768 -0.14516308 -0.07344012  0.05019059
 -0.0507963  -0.03536841 -0.02104702  0.06451438 -0.02057522  0.05934931
  0.05021283  0.18444182  0.00968715  0.09205868  0.15381195 -0.00319147
 -0.11392737 -0.01578763  0.0084521   0.15346405 -0.00765986 -0.00288427
  0.14721919  0.02451868 -0.04092829  0.03239209  0.0704046  -0.00225588
  0.03519836 -0.07269328  0.12928837  0.011305    0.06273058 -0.02455306
  0.03461109  0.06088797  0.00143754 -0.03357138 -0.02596161  0.04122089
 -0.10244033  0.03098565  0.01397682  0.08512524 -0.00853238  0.10991412
 -0.04892654  0.03199768 -0.14872196 -0.17513543  0.06481243  0.08229291
  0.08278336 -0.03085132  0.00663636  0.04202407  0.03017328 -0.06477686
 -0.1303193  -0.12656872 -0.09858443 -0.12345361 -0.02467528  0.0699611
  0.02927705  0.02439738  0.0184501   0.11322234 -0.0962729  -0.01003669
 -0.02564268 -0.12807146  0.03337576  0.12255498  0.09986523 -0.00899638
 -0.08146463 -0.00865254  0.22202746 -0.01594348 -0.00469939 -0.05943689
  0.16033154  0.03013179  0.05551321 -0.07805811 -0.02476053 -0.10796806
  0.10216636 -0.05189776 -0.18805894 -0.02477675 -0.07254761  0.08997964
  0.09053308 -0.00646122  0.00736695  0.02204725  0.03525261 -0.05573152
  0.05011484  0.02113563 -0.06666546 -0.03261019  0.13346456  0.01752862
  0.03753393  0.10642463  0.06687148  0.04879214 -0.05511413  0.0277716
 -0.01522154 -0.0266758  -0.21568126  0.12413677  0.15795952  0.08789075
 -0.01345215  0.10860818  0.07443764 -0.10472727  0.15236835  0.03043723
 -0.0501281   0.01370444]",4
https://openalex.org/W2079089263,"[-1.19524790e-01 -1.02096000e-01  9.54571739e-02 -1.38712759e-01
 -5.75441360e-02  6.57198095e-02 -6.80647194e-02 -3.25591817e-02
 -1.53839376e-02  1.34189360e-02 -3.63798738e-03  6.78661212e-02
  8.65389906e-02  1.59136271e-01  1.01219149e-02  1.35182615e-01
  1.91708371e-01  3.57146174e-02 -1.21534513e-01 -2.28873424e-02
  6.18481200e-02  1.12574489e-01 -1.46148674e-02 -6.21387959e-03
  1.53059474e-01  5.46784233e-03  4.80633155e-02  5.03073394e-02
  4.46945548e-02 -4.94323671e-02  5.72682105e-02 -5.24450921e-02
  1.43800551e-01 -7.91776180e-04  5.03453903e-02 -3.36522542e-02
  1.81409955e-02  4.58273217e-02  9.33642164e-03 -9.12934370e-02
 -3.29174738e-02  3.20774724e-02 -1.14354846e-01  4.79316503e-02
  2.93128671e-02  3.87853574e-02 -1.85652599e-02  1.15994923e-01
 -1.81468416e-02  1.35702431e-02 -1.72650072e-01 -1.81134239e-01
  3.67940769e-02  6.34642603e-02  1.17181717e-01 -1.45302989e-02
  4.03087258e-02  4.86523678e-02  1.67704489e-02 -8.92396271e-03
 -1.02537371e-01 -1.48068635e-01 -9.05860074e-02 -1.48196317e-01
  2.05175057e-03  7.87784658e-02  2.38205416e-02 -6.37214668e-03
  4.32442505e-02  8.93689308e-02 -9.00462061e-02 -3.73937435e-02
  1.76480860e-03 -1.40329282e-01  3.40126060e-02  1.03021943e-01
  1.06388471e-01 -4.28284831e-02 -9.62734476e-02  1.97827443e-03
  1.79250541e-01  3.39765534e-02 -3.78348146e-02 -3.09388265e-02
  1.21001306e-01  7.16700181e-03  8.15561917e-02 -6.96235415e-02
 -8.40161033e-02 -1.12243482e-01  8.83889716e-02 -6.13445994e-02
 -1.83703822e-01  1.30052678e-04 -1.04767109e-01  7.08449636e-02
  9.61141527e-02 -4.84474489e-02  1.32092718e-02  3.51433881e-02
  5.00017069e-03 -5.67763058e-02  3.10407989e-02  5.40483281e-02
 -5.09987704e-02 -1.14267670e-02  7.58700569e-02  1.39552072e-02
  5.53471763e-02  1.20240943e-01  7.90125810e-02 -2.48534605e-05
 -1.82254869e-02  4.62095290e-03 -5.14942765e-02 -3.32835399e-02
 -1.99353815e-01  1.28784033e-01  1.29057572e-01  4.70413178e-02
  1.36517793e-02  7.47055802e-02  6.91686364e-02 -1.10339077e-01
  1.44478819e-01  5.18178180e-02 -3.66318956e-02  1.61548423e-02]",1
https://openalex.org/W2079691849,"[-1.17817599e-01 -9.78913128e-02  8.81742872e-02 -1.39976316e-01
 -6.52218610e-02  7.06942024e-02 -6.32142439e-02 -3.11100781e-02
 -1.97337020e-02  2.46848337e-02  1.08303186e-03  6.61564887e-02
  8.27961005e-02  1.63595816e-01  7.07990956e-03  1.29632775e-01
  1.87641795e-01  2.84465581e-02 -1.29005089e-01 -2.34735325e-02
  5.33758972e-02  1.20616887e-01 -1.55100117e-02 -5.44696599e-03
  1.52940792e-01  1.06626574e-02  4.31033343e-02  4.87194382e-02
  4.46380876e-02 -4.90465805e-02  5.74510582e-02 -6.01613037e-02
  1.42590234e-01  1.82442367e-04  4.96148676e-02 -3.93964805e-02
  2.12313816e-02  4.59869534e-02  8.58117342e-03 -8.56834456e-02
 -3.15542605e-02  2.72484411e-02 -1.15593591e-01  4.57023293e-02
  3.64312606e-02  3.45076878e-02 -1.84698798e-02  1.15522489e-01
 -2.53395978e-02  1.51426017e-02 -1.71023607e-01 -1.81484686e-01
  3.59570950e-02  6.43931346e-02  1.16190618e-01 -1.84302159e-02
  4.52514075e-02  4.79009383e-02  1.70865145e-02 -1.62992083e-02
 -1.01906709e-01 -1.50015476e-01 -9.04765122e-02 -1.53051060e-01
  2.77711302e-03  7.45315224e-02  2.75793502e-02 -1.43313296e-03
  3.56196865e-02  8.90684702e-02 -9.10276607e-02 -3.47765248e-02
 -7.43748695e-03 -1.36966994e-01  3.26854326e-02  1.02110314e-01
  1.07308427e-01 -3.90480343e-02 -9.08049509e-02  1.60031542e-03
  1.81173307e-01  3.04174811e-02 -3.79787508e-02 -3.25078592e-02
  1.26546834e-01  6.90081939e-03  7.79746277e-02 -5.89230604e-02
 -8.09136592e-02 -1.12633266e-01  9.61668447e-02 -6.17653165e-02
 -1.87198776e-01 -2.71430975e-03 -1.05183623e-01  7.60656130e-02
  9.40489367e-02 -4.37596122e-02  1.64947003e-02  3.54507111e-02
  5.04374020e-03 -5.10152839e-02  3.95557903e-02  5.23592219e-02
 -5.40055022e-02 -9.09480676e-03  8.25924134e-02  1.66318353e-02
  5.55808581e-02  1.14911404e-01  7.85433441e-02  6.05397113e-03
 -1.99319441e-02  1.14192374e-02 -4.91333306e-02 -3.82216800e-02
 -2.00893308e-01  1.25711321e-01  1.36128044e-01  4.88926411e-02
  6.47929460e-03  8.08960825e-02  7.07151585e-02 -1.10780443e-01
  1.46276255e-01  4.86204103e-02 -3.95658635e-02  1.94283839e-02]",1
https://openalex.org/W2082418718,"[-0.11880915 -0.10002706  0.09402153 -0.13902393 -0.05915033  0.06498971
 -0.06599557 -0.03336559 -0.01464529  0.01663865 -0.00483975  0.06930254
  0.08573376  0.16178464  0.01124484  0.1336693   0.19185221  0.03216918
 -0.12128214 -0.02365438  0.05938481  0.11491048 -0.01480515 -0.00635987
  0.15400196  0.00431837  0.04345129  0.04822119  0.04704254 -0.04758725
  0.05516043 -0.05379308  0.14327024 -0.00113885  0.05290095 -0.03058391
  0.01997083  0.0494188   0.00968268 -0.08919715 -0.03161445  0.03273851
 -0.11452877  0.04665918  0.02777022  0.04145964 -0.01748484  0.11742163
 -0.02091997  0.01488688 -0.17274892 -0.18069945  0.03894266  0.06335443
  0.11321383 -0.01486317  0.0374554   0.0484908   0.0163412  -0.0128323
 -0.10459023 -0.14822331 -0.09033367 -0.14618086 -0.00117838  0.07957575
  0.02480972 -0.00404845  0.04414263  0.09242313 -0.09218868 -0.03654954
  0.00117732 -0.13922835  0.0339894   0.10460331  0.10586962 -0.04207833
 -0.09401499  0.00067921  0.1816254   0.03184793 -0.03414736 -0.03369735
  0.12432679  0.008467    0.08194682 -0.07165201 -0.08269459 -0.1118089
  0.08976019 -0.0602218  -0.18367696 -0.00029343 -0.1036005   0.07093268
  0.09613926 -0.04556348  0.01342922  0.03527573  0.00700169 -0.05780469
  0.03227083  0.05287073 -0.05275683 -0.01274519  0.07791812  0.01438892
  0.05460764  0.12055558  0.07798262  0.00255854 -0.02133336  0.00740463
 -0.0467667  -0.03210734 -0.2013665   0.13034419  0.1290743   0.05027642
  0.01100774  0.07662592  0.06997614 -0.10889284  0.14610411  0.05071466
 -0.03713675  0.01488816]",1
https://openalex.org/W2091916425,"[-0.12172123 -0.09892726  0.09459756 -0.13741308 -0.05810677  0.06654601
 -0.06627725 -0.03374502 -0.01395164  0.01711215 -0.00318783  0.06838628
  0.08707523  0.158842    0.01065048  0.13419824  0.19147958  0.0317988
 -0.1200184  -0.0237874   0.06013208  0.11395355 -0.01500946 -0.00473177
  0.15501564  0.00514526  0.04841591  0.04960422  0.04494037 -0.0476171
  0.05707386 -0.05401464  0.14337423  0.0004103   0.05145382 -0.03324436
  0.02095671  0.04792649  0.00928212 -0.09215307 -0.03169017  0.03259115
 -0.11417786  0.0479305   0.03032521  0.03906745 -0.01948653  0.11682401
 -0.01883102  0.01517161 -0.17333759 -0.17960616  0.03801212  0.06274597
  0.1142118  -0.01443652  0.04003064  0.0484483   0.01757719 -0.01069006
 -0.101297   -0.14740255 -0.08933473 -0.14771482  0.00108572  0.07882932
  0.02491644 -0.0042806   0.04405684  0.09079882 -0.09038478 -0.03790874
 -0.00043301 -0.13936366  0.03366945  0.10371274  0.10561016 -0.04399281
 -0.09510483  0.00171864  0.17969761  0.03393192 -0.0360577  -0.03281809
  0.12355871  0.00801948  0.08260979 -0.06914161 -0.08387859 -0.11285789
  0.09100008 -0.06039488 -0.18231159 -0.0009017  -0.10299985  0.07128606
  0.09645152 -0.04631472  0.0138228   0.03622243  0.00478493 -0.05711792
  0.03097     0.05566016 -0.05212317 -0.01112266  0.07707506  0.01456928
  0.05568893  0.11887704  0.07751417  0.00028921 -0.02038733  0.00617236
 -0.04864495 -0.0326262  -0.19989924  0.13027203  0.1284482   0.0486682
  0.011793    0.07572741  0.07059961 -0.10982816  0.14574084  0.05015601
 -0.03763361  0.01442445]",1
https://openalex.org/W2094244093,"[-0.11907779 -0.09917772  0.09481706 -0.13743099 -0.05945911  0.06748735
 -0.06660443 -0.03276587 -0.01367247  0.01313115 -0.00207223  0.06787298
  0.08653904  0.15351175  0.00870051  0.13434682  0.19200311  0.03329494
 -0.11929135 -0.02072957  0.06222765  0.11160302 -0.01413254 -0.00622585
  0.15407541  0.00754826  0.05038781  0.0519457   0.04470884 -0.04717336
  0.05969336 -0.05509024  0.14320837  0.00184668  0.04920059 -0.0353854
  0.01931507  0.04476112  0.01177346 -0.09255702 -0.03228794  0.03376447
 -0.1153212   0.0487774   0.02951933  0.03750409 -0.02229059  0.11474848
 -0.01636084  0.01576565 -0.174196   -0.18112103  0.04008058  0.06550512
  0.11802832 -0.0134481   0.0428106   0.0497019   0.01939126 -0.00654798
 -0.10186362 -0.14796603 -0.08635887 -0.15049072  0.00109236  0.07656526
  0.02419931 -0.0039582   0.04324422  0.09032689 -0.09047699 -0.03732182
  0.00124882 -0.13934054  0.03283301  0.10327356  0.10580114 -0.04448293
 -0.09486877  0.00198639  0.1781586   0.03553954 -0.0369655  -0.03125321
  0.11962795  0.00730099  0.0826939  -0.06783837 -0.08529846 -0.11450888
  0.08783692 -0.06335133 -0.17870472  0.00084628 -0.10379784  0.07104145
  0.09604173 -0.05064701  0.0132848   0.03471825  0.00152866 -0.05628817
  0.02986954  0.05408803 -0.05315335 -0.00848457  0.0774232   0.01424956
  0.05713715  0.12124896  0.07692682 -0.00420777 -0.01775369  0.00448425
 -0.0517498  -0.03443239 -0.19821732  0.1292941   0.13039608  0.04715102
  0.01426771  0.06986536  0.07092651 -0.11028407  0.14544471  0.05224141
 -0.03847734  0.01410778]",1
https://openalex.org/W2096204191,"[-1.19404694e-01 -1.02219819e-01  9.46285889e-02 -1.40574215e-01
 -5.96866854e-02  6.54368532e-02 -6.84244752e-02 -3.11696127e-02
 -1.65075745e-02  1.44406833e-02 -6.63003325e-03  6.94389716e-02
  8.65482815e-02  1.59606549e-01  1.08492071e-02  1.35820620e-01
  1.90474421e-01  3.45655084e-02 -1.21266741e-01 -2.25294299e-02
  6.31901350e-02  1.11707711e-01 -1.45468665e-02 -7.59560466e-03
  1.51044545e-01  4.71454095e-03  4.86944795e-02  5.02515987e-02
  4.46796685e-02 -5.07074028e-02  5.89320756e-02 -5.18504649e-02
  1.42821968e-01 -2.63520479e-03  5.19751392e-02 -3.47153865e-02
  1.96220830e-02  4.75642845e-02  1.03185304e-02 -9.03843306e-02
 -3.18370815e-02  3.29437976e-02 -1.13930243e-01  4.95430008e-02
  3.00184162e-02  3.65859699e-02 -1.84648588e-02  1.17282757e-01
 -1.80084053e-02  1.36149444e-02 -1.71639004e-01 -1.80805689e-01
  3.50237474e-02  6.19337829e-02  1.18452512e-01 -1.56052299e-02
  3.96801263e-02  4.87707789e-02  1.69105973e-02 -7.09333867e-03
 -1.04000486e-01 -1.49534656e-01 -9.06577356e-02 -1.47935921e-01
  2.11213753e-03  7.74913572e-02  2.30770824e-02 -6.99563213e-03
  4.41813841e-02  9.13652543e-02 -8.93627986e-02 -3.49811465e-02
  2.92552859e-03 -1.38696527e-01  3.53532471e-02  1.02168149e-01
  1.06216671e-01 -4.12751086e-02 -9.54151168e-02  1.89370289e-03
  1.79285809e-01  3.56570363e-02 -3.96059413e-02 -3.07774417e-02
  1.22461227e-01  5.78499362e-03  7.96358410e-02 -6.95430961e-02
 -8.33837785e-02 -1.10524309e-01  8.78959391e-02 -6.15030292e-02
 -1.86061291e-01 -4.67354432e-05 -1.01980087e-01  7.06216577e-02
  9.46191847e-02 -4.93963258e-02  1.43314365e-02  3.54627877e-02
  5.26161306e-03 -5.57686670e-02  2.91637100e-02  5.47383308e-02
 -4.91769888e-02 -1.20324157e-02  7.49933173e-02  1.60055500e-02
  5.56577746e-02  1.20716733e-01  8.04599099e-02 -7.21315108e-04
 -1.78659845e-02  5.79118729e-03 -4.91150960e-02 -3.26458592e-02
 -1.97621698e-01  1.30709200e-01  1.28514608e-01  4.80060667e-02
  1.42262042e-02  7.49362210e-02  6.89719083e-02 -1.10339136e-01
  1.45727274e-01  5.33313334e-02 -3.48939009e-02  1.58657933e-02]",1
