citingPaper,citedPaper
https://openalex.org/W4295766715,https://openalex.org/W1748686498
https://openalex.org/W4296277673,https://openalex.org/W1748686498
https://openalex.org/W4396596924,https://openalex.org/W1748686498
https://openalex.org/W4280580662,https://openalex.org/W1792190074
https://openalex.org/W2107393980,https://openalex.org/W1792190074
https://openalex.org/W2716435981,https://openalex.org/W1792190074
https://openalex.org/W2900408224,https://openalex.org/W1792190074
https://openalex.org/W2984996373,https://openalex.org/W1792190074
https://openalex.org/W3022704615,https://openalex.org/W1792190074
https://openalex.org/W3145594932,https://openalex.org/W1792190074
https://openalex.org/W3210465688,https://openalex.org/W1792190074
https://openalex.org/W3214804213,https://openalex.org/W1792190074
https://openalex.org/W4230700148,https://openalex.org/W1792190074
https://openalex.org/W4281690951,https://openalex.org/W1792190074
https://openalex.org/W4307723330,https://openalex.org/W1792190074
https://openalex.org/W4381736130,https://openalex.org/W1792190074
https://openalex.org/W4385260730,https://openalex.org/W1792190074
https://openalex.org/W4386929517,https://openalex.org/W1792190074
https://openalex.org/W2895165109,https://openalex.org/W1842793959
https://openalex.org/W4392135119,https://openalex.org/W1842793959
https://openalex.org/W2291516288,https://openalex.org/W1862838271
https://openalex.org/W4220732045,https://openalex.org/W1862838271
https://openalex.org/W2048745299,https://openalex.org/W1885260769
https://openalex.org/W2766173862,https://openalex.org/W1896316165
https://openalex.org/W2895165109,https://openalex.org/W1896316165
https://openalex.org/W3113905449,https://openalex.org/W1896316165
https://openalex.org/W3163537223,https://openalex.org/W1896316165
https://openalex.org/W4386370708,https://openalex.org/W1896316165
https://openalex.org/W4230700148,https://openalex.org/W1912659445
https://openalex.org/W2756659966,https://openalex.org/W1947133949
https://openalex.org/W2889122466,https://openalex.org/W1947133949
https://openalex.org/W4296277673,https://openalex.org/W1947133949
https://openalex.org/W4304172618,https://openalex.org/W1947133949
https://openalex.org/W4401871424,https://openalex.org/W1947133949
https://openalex.org/W2411230938,https://openalex.org/W1963513809
https://openalex.org/W2049884882,https://openalex.org/W1963513809
https://openalex.org/W1559271355,https://openalex.org/W1963513809
https://openalex.org/W1581391655,https://openalex.org/W1963513809
https://openalex.org/W2018079782,https://openalex.org/W1963513809
https://openalex.org/W2037234295,https://openalex.org/W1963513809
https://openalex.org/W2037428382,https://openalex.org/W1963513809
https://openalex.org/W2044900547,https://openalex.org/W1963513809
https://openalex.org/W2082418718,https://openalex.org/W1963513809
https://openalex.org/W2091916425,https://openalex.org/W1963513809
https://openalex.org/W2106387882,https://openalex.org/W1963513809
https://openalex.org/W2117544103,https://openalex.org/W1963513809
https://openalex.org/W2124465354,https://openalex.org/W1963513809
https://openalex.org/W2132728629,https://openalex.org/W1963513809
https://openalex.org/W2208317766,https://openalex.org/W1963513809
https://openalex.org/W2403977165,https://openalex.org/W1963513809
https://openalex.org/W2485689150,https://openalex.org/W1963513809
https://openalex.org/W2553521091,https://openalex.org/W1963513809
https://openalex.org/W2595264819,https://openalex.org/W1963513809
https://openalex.org/W2756659966,https://openalex.org/W1963513809
https://openalex.org/W2921143263,https://openalex.org/W1963513809
https://openalex.org/W3121694509,https://openalex.org/W1963513809
https://openalex.org/W3207400243,https://openalex.org/W1963513809
https://openalex.org/W4390066466,https://openalex.org/W1963513809
https://openalex.org/W2208317766,https://openalex.org/W1967097718
https://openalex.org/W2580182246,https://openalex.org/W1967097718
https://openalex.org/W2944091914,https://openalex.org/W1967097718
https://openalex.org/W2967279307,https://openalex.org/W1967097718
https://openalex.org/W3121545129,https://openalex.org/W1967097718
https://openalex.org/W4210953259,https://openalex.org/W1967097718
https://openalex.org/W4364368805,https://openalex.org/W1967097718
https://openalex.org/W4385782198,https://openalex.org/W1967097718
https://openalex.org/W4391308576,https://openalex.org/W1967097718
https://openalex.org/W4394017071,https://openalex.org/W1967097718
https://openalex.org/W4401845594,https://openalex.org/W1967097718
https://openalex.org/W4406632693,https://openalex.org/W1969197029
https://openalex.org/W1963513809,https://openalex.org/W1974242925
https://openalex.org/W2003514985,https://openalex.org/W1974242925
https://openalex.org/W2056823769,https://openalex.org/W1974242925
https://openalex.org/W2133143546,https://openalex.org/W1974242925
https://openalex.org/W2512952691,https://openalex.org/W1974242925
https://openalex.org/W267019868,https://openalex.org/W1974242925
https://openalex.org/W1985674062,https://openalex.org/W1978270348
https://openalex.org/W2889122466,https://openalex.org/W1978270348
https://openalex.org/W4401067024,https://openalex.org/W1978270348
https://openalex.org/W2012592263,https://openalex.org/W1984800654
https://openalex.org/W2155246844,https://openalex.org/W1984800654
https://openalex.org/W2470832101,https://openalex.org/W1985674062
https://openalex.org/W1792190074,https://openalex.org/W1985674062
https://openalex.org/W2767134817,https://openalex.org/W1985674062
https://openalex.org/W3022704615,https://openalex.org/W1985674062
https://openalex.org/W4381736130,https://openalex.org/W1985674062
https://openalex.org/W2148814768,https://openalex.org/W1988669335
https://openalex.org/W2123210148,https://openalex.org/W1988669335
https://openalex.org/W1524458346,https://openalex.org/W1988669335
https://openalex.org/W1546068527,https://openalex.org/W1988669335
https://openalex.org/W1559271355,https://openalex.org/W1988669335
https://openalex.org/W1578919155,https://openalex.org/W1988669335
https://openalex.org/W1581391655,https://openalex.org/W1988669335
https://openalex.org/W2009705015,https://openalex.org/W1988669335
https://openalex.org/W2044900547,https://openalex.org/W1988669335
https://openalex.org/W2108734997,https://openalex.org/W1988669335
https://openalex.org/W2127281421,https://openalex.org/W1988669335
https://openalex.org/W2403977165,https://openalex.org/W1988669335
https://openalex.org/W2766173862,https://openalex.org/W1988669335
https://openalex.org/W3043938586,https://openalex.org/W1988669335
https://openalex.org/W3121694509,https://openalex.org/W1988669335
https://openalex.org/W4205552064,https://openalex.org/W1988669335
https://openalex.org/W4390066466,https://openalex.org/W1988669335
https://openalex.org/W3127732452,https://openalex.org/W1989526535
https://openalex.org/W1444704346,https://openalex.org/W1989526535
https://openalex.org/W1557569468,https://openalex.org/W1989526535
